,datetime,et,p,t,obs
419,1982-02-24,0.0005055217,0.0009812753,-4.6463914,845.0
420,1982-02-25,0.00048526542,0.0,-5.3330655,859.0
421,1982-02-26,0.00048671887,0.0,-5.351619,829.0
422,1982-02-27,0.000563227,0.0,-3.2166395,812.0
423,1982-02-28,0.00082223973,0.0017376568,2.3625922,806.0
424,1982-03-01,0.0012663101,0.0071776314,4.245849,807.0
425,1982-03-02,0.0010011692,0.0049255746,0.5523855,1003.0
426,1982-03-03,0.0012656477,0.0051792767,4.0082026,989.0
427,1982-03-04,0.0011157246,0.012765894,2.0728726,922.0
428,1982-03-05,0.00090120104,0.0,-1.1407505,920.0
429,1982-03-06,0.00079235696,0.0,-3.0702534,859.0
430,1982-03-07,0.0009142331,0.0,-1.0166597,807.0
431,1982-03-08,0.0010781782,0.0,1.2812176,788.0
432,1982-03-09,0.0010923238,0.0,1.3946466,760.0
433,1982-03-10,0.0012531063,0.019756187,3.3775246,750.0
